display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Chris Newbould,The National (UAE),"The CGI and effects are spectacular... Unfortunately, the film knows this, and relies too heavily on stunning special effects at the expense of script and characterisation.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Geoffrey Macnab,Independent (UK),"Even seen in 3-D on the very biggest IMAX screen imaginable, Jurassic World is a glorified B-movie at heart, one that has its tongue firmly in its cheek.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Fred Topel,Nerd Report,I love Jurassic World as both an allegory and a sequel.,|,"Jun 10, 2015"
Andy Lea,Daily Star (UK),What the film lacks in originality it makes up with thrilling action.,"| Original Score: 4/5
                
                |","Jun 10, 2015"
Chris Hewitt (UK),Empire Magazine,"The most notorious theme park in movie history reopens in thrilling, terrific style. Enjoy the ride.","| Original Score: 4/5
                
                |","Jun 10, 2015"
Stephanie Zacharek,Village Voice,"The picture is sleek and impressive, although, as with its predecessors, how much you enjoy it will depend on your tolerance for watching dinosaurs chomp down on terrified humans.",|,"Jun 10, 2015"
Travis Hopson,Examiner.com,Captures the magic of Jurassic Park while employing a whole new bag of tricks to stand firmly on its own.,"| Original Score: 4/5
                
                |","Jun 10, 2015"
Monica Castillo,International Business Times,...predictability stunts the narrative from becoming anything that would inspire Spielberg-esque awe.,"| Original Score: 3/5
                
                |","Jun 10, 2015"
David Edwards,Daily Mirror (UK),The finale is even more visually stunning and comes with a neat twist you probably won't see coming.,"| Original Score: 4/5
                
                |","Jun 10, 2015"
Mara Reinstein,Us Weekly,Just try not to jump out of your seat each time a leaping lizard darts into the camera frame.,|,"Jun 10, 2015"
Mark Hughes,Forbes,"[A] monster of a good time that returns the franchise to greatness, delivering great scares & non-stop action sure to please fans & newcomers... the Jurassic sequel we've been waiting for.",|,"Jun 10, 2015"
Peter Travers,Rolling Stone,"It's not the cynical, cash-in cheesefest you feared. OK, Jurassic World is a little of that. But this state-of-the-art dino epic is also a blast of rumbling, roaring, ""did you effing see that!"" fun.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Jun 10, 2015"
Luke Y. Thompson,The Robot's Voice,"...from now on, if you ask me, I will annoyingly insist that there is only one Jurassic Park sequel, and this is it.",|,"Jun 10, 2015"
Dustin Putman,TheFilmFile.com,"Looking for a film that fulfills its every promise to dazzle, engross and legitimately excite? Then search no further. ""Jurassic World"" is the summer movie event of 2015, and it's a knockout.","| Original Score: 3.5/4
                
                |","Jun 10, 2015"
William Bibbiani,CraveOnline,"If you can accept that not every part of Jurassic World is worth celebrating, and that some of it is downright backward, you might still have a good time.","| Original Score: 7.5/10
                
                |","Jun 10, 2015"
Jack Giroux,Bullz-Eye.com,"Thanks to [a] rousing third act, good performances, and a few fine moments of suspense, Jurassic World succeeds as an enjoyable piece of popcorn entertainment.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Jake Coyle,Associated Press,"Jurassic World, the latest incarnation of the franchise, is lacking the deft sense of wonderment, wit and suspense that guided the original.",|,"Jun 10, 2015"
David Poland,Movie City News,"Jurassic World is not like having your eye poked out with a stick. It is loaded to the gills with Stuff. But the summer analogy is San Andreas, not Max Max: Fury Road.",|,"Jun 10, 2015"
Philippa Hawker,The Age (Australia),"A smart, vivid action movie that understands the pitfalls and pleasures of the prehistoric fantasy.","| Original Score: 3.5/5
                
                |","Jun 10, 2015"
Rodrigo Perez,The Playlist,The fourth 'Jurassic Park' film excels at credible world building and this lays a rock solid foundation for the much-needed suspension of disbelief.,"| Original Score: B+
                
                |","Jun 10, 2015"
Alonso Duralde,TheWrap,"If Jurassic Park was a bright, clean, gleaming state-of-the-art attraction, this latest iteration feels shabby and unexciting, with a definite feeling that the carnies are dealing meth behind the haunted house.",|,"Jun 10, 2015"
Huw Fullerton,Radio Times,"Jurassic World is a roaring return to form full of laughs, scares and inventiveness that almost (but not quite) matches the achievement of the original.","| Original Score: 4/5
                
                |","Jun 10, 2015"
Matt Zoller Seitz,RogerEbert.com,"It's possible to filter out the irritating aspects and enjoy the movie as a raucous, often brilliantly assembled spectacle. But we shouldn't have to.","| Original Score: 3/4
                
                |","Jun 10, 2015"
Bryan Bishop,The Verge,"Jurassic World would have benefited from being just a little less clever, because when it comes to crafting action sequences director Colin Trevorrow is impeccable.",|,"Jun 10, 2015"
Michael Phillips,Chicago Tribune,"Bailed out by a few good jolts, ""Jurassic World"" gets by, barely, as a marauding-dinosaurs narrative designed for a more jaded audience than the one ""Jurassic Park"" conquered back in 1993.","| Original Score: 2.5/4
                
                |","Jun 10, 2015"
James Rocchi,About.com,"I can understand anyone who nitpicks Jurassic World -- Who does keep insuring this place? -- but I can't join in with them: Jurassic World is a hell of a ride, and maybe the most boldly knowing meta-fun summer sequel since Terminator 2.","| Original Score: 4/5
                
                |","Jun 10, 2015"
Erik Childress,eFilmCritic.com,An effort so beholden to the iconic bits of the original that it never breaks free to become its own film. It is unfair to saddle Trevorrow with the historical gravitas that this was to be his Jaws. Instead it turns out to be his Jaws II.,"| Original Score: 2/4
                
                |","Jun 10, 2015"
Peter Canavese,Groucho Reviews,"The culture has had just enough time to miss this franchise, and director and co-screenwriter Colin Trevorrow...has met the challenges with an appealing self-awareness.","| Original Score: 3/4
                
                |","Jun 10, 2015"
Daniel Eagan,Film Journal International,Hits all the expected buttons without taking off like the original did.,|,"Jun 10, 2015"
Richard Lawson,Vanity Fair,"Jurassic World is not some brash upstart, tromping all over its ancestors with a witless, youthful swagger. Instead it's a carefully, amusingly reverent nod to what's come before it.",|,"Jun 10, 2015"
Donald Clarke,Irish Times,"Amazingly, the film's hook seems to be nothing more engaging than a bigger, fiercer, genetically modified Tyrannosaurus rex.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Jacob Hall,New York Daily News,"For much of its running time, ""Jurassic World"" plays like a great theme park ride. In an age of blockbusters that lumber like herbivores, it's refreshing to see a movie as lean and mean as a velociraptor.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Clayton Davis,AwardsCircuit.com,"There is literally a scene in which the velociraptor nudges his head to a human pretty much saying, ""I got this."" Not sure if I wanted to laugh or cry.","| Original Score: 2/4
                
                |","Jun 10, 2015"
Jordan Hoffman,Popular Mechanics,It's hard to believe that a movie about genetically altered super-dinosaurs could be boring.,|,"Jun 10, 2015"
Matthew Pejkovic,Matt's Movie Reviews,"Fun, thrilling & appropriately horrific in the right places, Jurassic World is a ginormous addition to the monster movie cannon.","| Original Score: 3.5/5
                
                |","Jun 10, 2015"
Matt Donato,We Got This Covered,"Jurassic World has more heart than both previous sequels spliced together, and while some subplot material doesn't stick, at least there's no gymnast daughters this time around to distract from the heavy-hitting dino action.","| Original Score: 7/10
                
                |","Jun 10, 2015"
Chris Nashawaty,Entertainment Weekly,"While the new Jurassic World pales next to the awe-inspiring spectacle of the original, it's easily the franchise's most thrilling sequel yet.","| Original Score: B+
                
                |","Jun 10, 2015"
Peter Bradshaw,Guardian,"All these dinosaurs are female, which incidentally puts Jurassic World in the clear as far as the Bechdel test is concerned.","| Original Score: 4/5
                
                |","Jun 10, 2015"
Mike Ryan,Uproxx,People show up on an island to see dinosaurs; people get eaten by dinosaurs. There are only so many scenarios that can be created to make sure this happens.,"| Original Score: 6/10
                
                |","Jun 10, 2015"
Chris Vognar,Dallas Morning News,"A movie like Jurassic World must pass one basic test: Stay diverting, if not spectacularly entertaining, even through the most ridiculous scenarios. Mission accomplished.","| Original Score: B+
                
                |","Jun 10, 2015"
Chris Stuckmann,ChrisStuckmann.com,"Despite a disproportionate amount of subplots, and some weak characterizations, Jurassic World is still considerably better than its predecessor, and features lively performances from Pratt and Howard.","| Original Score: B
                
                |","Jun 10, 2015"
Scott Foundas,Variety,"It's fun enough while it lasts, but somehow, finally, all too much and not enough.",|,"Jun 10, 2015"
James Mottram,Total Film,"Jurassic World is a fiendishly crafted blockbuster: old-fashioned thrills, heroism and romance, locked inside a smart, self-aware shell.","| Original Score: 4/5
                
                |","Jun 10, 2015"
Todd McCarthy,Hollywood Reporter,"The old-fashioned Saturday matinee-like pleasures stemming from resourceful derring-do in the face of mighty odds retain an appeal if done reasonably well, which is the case here.",|,"Jun 10, 2015"
Tim Grierson,Screen International,"It would be a difficult task for any up-and-coming director to match Spielberg's visual panache, but Trevorrow fails to capture the power or wonder of these rampaging dinos.","Full Review
                
                
                |","Jun 10, 2015"
Matt Singer,ScreenCrush,The moral of Jurassic World is don't make Jurassic World. Obviously the filmmakers did not heed their own advice.,"| Original Score: 5/10
                
                |","Jun 10, 2015"
Edward Douglas,ComingSoon.net,Fantastic fun and (dare I say it?) as good as the original movie.,"| Original Score: 9/10
                
                |","Jun 10, 2015"
Michael Roffman,Consequence,"Jurassic World is as much of a jumbled hybrid as its own featured dinosaur. It's an action-adventure blockbuster that feels very of its time: overstated, overstocked, overblown, and overdone.","| Original Score: D+
                
                |","Jun 10, 2015"
Jon Lyus,HeyUGuys,One of the best Blockbusters in years!,"| Original Score: 5/5
                
                |","Jun 10, 2015"
Steve Macfarlane,Slant Magazine,"Jurassic World can't tell whether it wants to be junk food or not, lovingly poking fun at some Hollywood tropes while shamelessly indulging others.","| Original Score: 2/4
                
                |","Jun 10, 2015"
Simon Reynolds,Digital Spy,"No spoilers here, but the finale delivers one of the most satisfying, punch-the-air-brilliant blockbuster pay-offs in recent memory.","| Original Score: 4/5
                
                |","Jun 10, 2015"
Scott Mendelson,Forbes,Jurassic World accomplishes the task of being something of an original adventure within the confines of being a sequel.,"| Original Score: 7.0/10
                
                |","Jun 10, 2015"
Joshua Rothkopf,Time Out,"Another theme park, another bunch of knuckleheaded scientists cloned from the same strand of foresight-impaired DNA. Jurassic World has absolutely no reason for being (except for the obvious one), but at least it chomps your time painlessly.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Tony Hicks,San Jose Mercury News,"Even with its flaws, Jurassic World works, thanks to director Colin Trevorrow's great sense of pacing and flair for drama that transcends the idea of beasts chasing humans.",|,"Apr 23, 2013"
